Name,First Name,District,ballotpedia.org,Party,Election,Incumbent,Sex,Date of Birth,Marital Status,Number of children,Race,Ethnicity,Profession,Compensation,Education,Religion,Citizen voting- age population (District),Voters' Average Age (District),female voters,male voters,Race: White,Race: Black/African American,Race: American Indian/Alaskan Native,Race: Asian,Race: Native Hawaiian/or other Pacific Islander,Race: some other race,Etnicity Composition: Hispanic,Ethnic composition: Latino,Ethnic composition: Spanish,Unemployment rate,Median household income (dollars),Poverty rate,Proper helath insurance rate,Highest education achieved on average,,,,,,,,,,,
Hyatt,Forest,MN-00,https://ballotpedia.org/Forest_Hyatt,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis,Jason,MN-00,https://ballotpedia.org/Jason_Lewis_(Minnesota),Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Theon Preston,MN-00,https://ballotpedia.org/Theron_Preston_Washington,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holker,Alexandra Marie,MN-00,https://ballotpedia.org/Alexandra_Marie_Holker,Dem-Farmer-Labor-Minnesota,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyde-Smith,Cindy,MS-00,https://ballotpedia.org/Cindy_Hyde-Smith,Rep,Senate,yes,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espy,Mike,MS-00,https://ballotpedia.org/Mike_Espy,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards,Jimmy,MS-00,https://ballotpedia.org/Jimmy_Edwards,Lib,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daines,Steve,MT-00,https://ballotpedia.org/Steve_Daines,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Driscoll,John,MT-00,https://ballotpedia.org/John_Driscoll_(Montana),Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larson,Daniel,MT-00,https://ballotpedia.org/Daniel_Larson,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bullock,Steve,MT-00,https://ballotpedia.org/Steve_Bullock,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mues,John,MT-00,https://ballotpedia.org/John_Mues,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daneke,Dennis,MT-00,https://ballotpedia.org/Dennis_Daneke,Green,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredrickson,Wendie,MT-00,https://ballotpedia.org/Wendie_Fredrickson,Green,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tillis,Thom,NC-00,https://ballotpedia.org/Thom_Tillis,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunningham,Cal,NC-00,https://ballotpedia.org/Cal_Cunningham,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayes,Kevin E.,NC-00,https://ballotpedia.org/Kevin_E._Hayes,Const. Party,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,Jeremy,NC-00,https://ballotpedia.org/Jeremy_Thomas,Ind. Party,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bray,Shannon,NC-00,https://ballotpedia.org/Shannon_Bray,Lib,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sasse,Ben,NE-00,https://ballotpedia.org/Ben_Sasse,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innis,Matt,NE-00,https://ballotpedia.org/Matt_Innis,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janicek,Chris,NE-00,https://ballotpedia.org/Chris_Janicek,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macek,Dennis,NE-00,https://ballotpedia.org/Dennis_Macek,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin,Larry,NE-00,https://ballotpedia.org/Larry_Marvin,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips,Angie,NE-00,https://ballotpedia.org/Angie_Philips,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelton,Alisha,NE-00,https://ballotpedia.org/Alisha_Shelton,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stock,Andrew,NE-00,https://ballotpedia.org/Andrew_Stock,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wik,Daniel,NE-00,https://ballotpedia.org/Daniel_Wik,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siadek,Gene,NE-00,https://ballotpedia.org/Gene_Siadek,Lib,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaheen,Jeanne,NH-00,https://ballotpedia.org/Jeanne_Shaheen,Dem,Senate,yes,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolduc,Don,NH-00,https://ballotpedia.org/Don_Bolduc,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Andy,NH-00,https://ballotpedia.org/Andy_Martin_(New_Hampshire),Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Messner,Bryant,NH-00,https://ballotpedia.org/Bryant_Messner,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O'Brien,William,NH-00,https://ballotpedia.org/William_O%27Brien_(New_Hampshire),Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O'Donnell,Justin,NH-00,https://ballotpedia.org/Justin_O'Donnell,Lib,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Booker,Cory,NJ-00,https://ballotpedia.org/Cory_Booker,Dem,Senate,yes,Male,,,,,,,,,,"540,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamm,Lawrence,NJ-00,https://ballotpedia.org/Lawrence_Hamm,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCormick,Lisa,NJ-00,https://ballotpedia.org/Lisa_McCormick,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naik,Harsh,NJ-00,https://ballotpedia.org/Harsh_Naik,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flanagan,Tricia,NJ-00,https://ballotpedia.org/Tricia_Flanagan,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garepalli,Navodaya,NJ-00,https://ballotpedia.org/Navodaya_Garepalli,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehta,Rik,NJ-00,https://ballotpedia.org/Rik_Mehta,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivera,Natalie,NJ-00,https://ballotpedia.org/Natalie_Rivera,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singh,Hirsh,NJ-00,https://ballotpedia.org/Hirsh_Singh,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoffman,Madelyn,NJ-00,https://ballotpedia.org/Madelyn_Hoffman,Green,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke,Daniel,NJ-00,https://ballotpedia.org/Daniel_Burke_(New_Jersey),Ind,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vergara,Luis,NJ-00,https://ballotpedia.org/Luis_Vergara,Ind,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luján,Ben Ray,NM-00,https://ballotpedia.org/Bob_Walsh,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarkson,Gavin,NM-00,https://ballotpedia.org/Gavin_Clarkson,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinez,Elisa,NM-00,https://ballotpedia.org/Elisa_Martinez,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronchetti,Mark,NM-00,https://ballotpedia.org/Mark_Ronchetti,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walsh,Bob,NM-00,https://ballotpedia.org/Bob_Walsh,Lib,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inhofe,Jim,OK-00,https://ballotpedia.org/Jim_Inhofe,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stitt,JJ,OK-00,https://ballotpedia.org/JJ_Stitt,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billings,Dylan,OK-00,https://ballotpedia.org/Dylan_Billings,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Britt,Elysabeth,OK-00,https://ballotpedia.org/Elysabeth_Britt,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broyles,Abby,OK-00,https://ballotpedia.org/Abby_Broyles,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,Tyler,OK-00,https://ballotpedia.org/Tyler_Dougherty,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogers,Bevon,OK-00,https://ballotpedia.org/Bevon_Rogers,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Paul,CA-00,https://ballotpedia.org/Paul_Taylor_(California),Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,Perry,OK-00,https://ballotpedia.org/Perry_Williams,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workman,Mike,OK-00,https://ballotpedia.org/Mike_Workman,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesbit,April,OK-00,https://ballotpedia.org/April_Nesbit,Ind,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merkley,Jeff,OR-00,https://ballotpedia.org/Jeff_Merkley,Dem,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins,Jo Rae,OR-00,https://ballotpedia.org/Jo_Rae_Perkins,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romero,Paul,OR-00,https://ballotpedia.org/Paul_Romero,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schwartz,Robert,OR-00,https://ballotpedia.org/Robert_Schwartz_(Oregon),Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verbeek,John,OR-00,https://ballotpedia.org/John_Verbeek,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taher,Ibrahim,OR-00,https://ballotpedia.org/Ibrahim_Taher,Green,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reed,Jack,RI-00,https://ballotpedia.org/Jack_Reed,Dem,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waters,Allen,RI-00,https://ballotpedia.org/Allen_Waters,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graham,Lindsey,SC-00,https://ballotpedia.org/Lindsey_Graham,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buckner,Duke,SC-00,https://ballotpedia.org/Duke_Buckner,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garcia,Johnny,SC-00,https://ballotpedia.org/Johnny_Garcia_(South_Carolina),Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kandies,Peggy,SC-00,https://ballotpedia.org/Peggy_Kandies,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaPierre,Michael,SC-00,https://ballotpedia.org/Michael_LaPierre,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reynolds,Joseph,SC-00,https://ballotpedia.org/Joseph_Reynolds,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sloan,Mark,SC-00,https://ballotpedia.org/Mark_Sloan,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilson,Carey,SC-00,https://ballotpedia.org/Carey_Wilson,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison,Jaime,SC-00,https://ballotpedia.org/Jaime_Harrison,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knights,Matthew,SC-00,https://ballotpedia.org/Matthew_Knights,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone,William,SC-00,https://ballotpedia.org/William_Stone_(South_Carolina),Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wooton,Justin,SC-00,https://ballotpedia.org/Justin_Wooton,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rounds,Mike,SD-00,https://ballotpedia.org/Mike_Rounds,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borglum,Scyller,SD-00,https://ballotpedia.org/Scyller_Borglum,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahlers,Dan,SD-00,https://ballotpedia.org/Dan_Ahlers,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hart,Clara,SD-00,https://ballotpedia.org/Clara_Hart,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradshaw,Marquita,TN-00,https://ballotpedia.org/Marquita_Bradshaw,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandler,Tharon,TN-00,https://ballotpedia.org/Tharon_Chandler,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis,Gary,TN-00,https://ballotpedia.org/Gary_Davis_(Tennessee),Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackler,James,TN-00,https://ballotpedia.org/James_Mackler,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onyejiaka,Diana,TN-00,https://ballotpedia.org/Diana_Onyejiaka,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benson,Clyde,TN-00,https://ballotpedia.org/Clyde_Benson,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooks,Natisha,TN-00,https://ballotpedia.org/Natisha_Brooks,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,Byron,TN-00,https://ballotpedia.org/Byron_Bush,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cope,Roy,TN-00,https://ballotpedia.org/Roy_Cope,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crim,Larry,TN-00,https://ballotpedia.org/Larry_Crim,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flinn,George Jr.,TN-00,https://ballotpedia.org/George_Flinn_Jr.,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gapp,Josh,TN-00,https://ballotpedia.org/Josh_Gapp,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hagerty,Bill,TN-00,https://ballotpedia.org/Bill_Hagerty,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neal,Glen,TN-00,https://ballotpedia.org/Glen_Neal,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nichols,Garrett,TN-00,https://ballotpedia.org/Garrett_Nichols,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nielson,Stokes,TN-00,https://ballotpedia.org/Stokes_Nielson,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pettigrew,Aaron,TN-00,https://ballotpedia.org/Aaron_Pettigrew,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presley,Johnny,TN-00,https://ballotpedia.org/Johnny_Presley,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sethi,Manny,TN-00,https://ballotpedia.org/Manny_Sethi,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henley,Ronnie,TN-00,https://ballotpedia.org/Ronnie_Henley,Ind,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,Kacey,TN-00,https://ballotpedia.org/Kacey_Morgan,Ind,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornyn,John,TX-00,https://ballotpedia.org/John_Cornyn,Rep,Senate,yes,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennings Hegar,Mary,TX-00,https://ballotpedia.org/M.J._Hegar,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West,Royce,TX-00,https://ballotpedia.org/Royce_West,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson,Cedric,TX-00,https://ballotpedia.org/Cedric_Jefferson,People over Politics Party,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brumley,James,TX-00,https://ballotpedia.org/James_Brumley,Human Rights Party,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith,Tim,TX-00,https://ballotpedia.org/Tim_Smith_(Texas),Ind,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srinivasan,Arjun,TX-00,https://ballotpedia.org/Arjun_Srinivasan,Ind,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turullols-Bonilla,Ricardo,TX-00,https://ballotpedia.org/Ricardo_Turullols-Bonilla,Ind,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,VA-00,NA,Dem,Senate,no,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baldwin,Alissa,VA-00,https://ballotpedia.org/Alissa_Baldwin,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunn,Blaine,VA-00,https://ballotpedia.org/Blaine_Dunn,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easley,John,VA-00,https://ballotpedia.org/John_Easley,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faulkner,Omari,VA-00,https://ballotpedia.org/Omari_Faulkner,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin,Roger,VA-00,https://ballotpedia.org/Roger_Franklin,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gade,Daniel,VA-00,https://ballotpedia.org/Daniel_Gade,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speciale,Thomas,VA-00,https://ballotpedia.org/Thomas_Speciale,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,Victor,VA-00,https://ballotpedia.org/Victor_Williams_(Virginia),Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knapp,Mary,VA-00,https://ballotpedia.org/Mary_Knapp,Ind. Party,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mina,Al,VA-00,https://ballotpedia.org/Al_Mina,Ind,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore Capito,Shelley,WV-00,https://ballotpedia.org/Shelley_Moore_Capito,Rep,Senate,yes,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butcher,Larry,WV-00,https://ballotpedia.org/Larry_Butcher,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitt,Allen,WV-00,https://ballotpedia.org/Allen_Whitt,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ojeda,Richard,WV-00,https://ballotpedia.org/Richard_Ojeda,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robb,Richie,WV-00,https://ballotpedia.org/Richie_Robb,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swearengin,Paula Jean,WV-00,https://ballotpedia.org/Paula_Jean_Swearengin,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riley,Franklin,WV-00,https://ballotpedia.org/Franklin_Riley,Unaff,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben-David,Merav,WY-00,https://ballotpedia.org/Merav_Ben-David,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagoda,Chuck,WY-00,https://ballotpedia.org/Chuck_Jagoda,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludwig,Yana,WY-00,https://ballotpedia.org/Yana_Ludwig,Dem,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armstrong,R. Mark,WY-00,NA,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dotson,Patrick,WY-00,https://ballotpedia.org/Patrick_Dotson,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lummis,Cynthia,WY-00,https://ballotpedia.org/Cynthia_Lummis,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short,Robert,WY-00,https://ballotpedia.org/Robert_Short_(Wyoming),Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheeler,Joshua,WY-00,https://ballotpedia.org/Joshua_Wheeler,Rep,Senate,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
