	Name	First Name	District	ballotpedia.org	Party	Election	Incumbent	Sex
913	Junge	Paul	MI-08	https://ballotpedia.org/Paul_Junge	Rep	House	no	NA
914	Lyke	Kristina	MI-08	https://ballotpedia.org/Kristina_Lyke	Rep	House	no	NA
915	Snyder	Nikki	MI-08	https://ballotpedia.org/Nikki_Snyder	Rep	House	no	NA
916	Open	NA	MI-09	NA	Dem	House	no	NA
917	Open	NA	MI-09	NA	Rep	House	no	NA
918	Bizon	Kimberly	MI-10	https://ballotpedia.org/Kimberly_Bizon	Dem	House	no	NA
919	Noland	Kelly	MI-10	https://ballotpedia.org/Kelly_Noland	Dem	House	no	NA
920	Wellington	Don	MI-10	https://ballotpedia.org/Don_Wellington	Dem	House	no	NA
921	Hernandez	Shane	MI-10	https://ballotpedia.org/Shane_Hernandez	Rep	House	no	NA
922	Jowske	Jeffrey	MI-10	https://ballotpedia.org/Jeffrey_Jowske	Rep	House	no	NA
923	McClain	Lisa	MI-10	https://ballotpedia.org/Lisa_McClain	Rep	House	no	NA
924	Mikula	Brandon	MI-10	https://ballotpedia.org/Brandon_Mikula	Rep	House	no	NA
925	Piwko	Richard	MI-10	https://ballotpedia.org/Richard_Piwko	Rep	House	no	NA
926	Singh	Bisham	MI-10	https://ballotpedia.org/Bisham_Singh	Rep	House	no	NA
927	Slocum	Doug	MI-10	https://ballotpedia.org/Doug_Slocum	Rep	House	no	NA
928	Acosta	Frank	MI-11	https://ballotpedia.org/Frank_Acosta	Rep	House	no	NA
929	Batu	David	MI-11	https://ballotpedia.org/David_Batu	Rep	House	no	NA
930	Bentivolio	Kerry	MI-11	https://ballotpedia.org/Kerry_Bentivolio	Rep	House	no	NA
931	Greco	Carmelita	MI-11	https://ballotpedia.org/Carmelita_Greco	Rep	House	no	NA
932	Esshaki	Eric	MI-11	https://ballotpedia.org/Eric_Esshaki	Rep	House	no	NA
933	Keller	Scott Thomas	MI-11	NA	Rep	House	no	NA
934	Williams	Whitney	MI-11	https://ballotpedia.org/Whitney_Williams	Rep	House	no	NA
935	Open	NA	MI-11	NA	Dem	House	no	NA
936	Carbonaro	Anthony	MI-12	https://ballotpedia.org/Anthony_Carbonaro	Dem	House	no	NA
937	Rajput	Solomon	MI-12	https://ballotpedia.org/Solomon_Rajput	Dem	House	no	NA
938	Open	NA	MI-12	NA	Rep	House	no	NA
939	Tlaib	Rashida	MI-13	https://ballotpedia.org/Rashida_Tlaib	Dem	House	yes	NA
940	Patterson	Stephen Michael	MI-13	https://ballotpedia.org/Stephen Michael_Patterson	Dem	House	no	NA
941	Dudenhoefer	David	MI-13	https://ballotpedia.org/David_Dudenhoefer	Rep	House	no	NA
942	Lemmo	Alfred	MI-13	https://ballotpedia.org/Alfred_Lemmo	Rep	House	no	NA
943	Sawyer	Linda	MI-13	https://ballotpedia.org/Linda_Sawyer	Rep	House	no	NA
944	Lawrence	Brenda	MI-14	https://ballotpedia.org/Brenda_Lawrence_(Michigan)	Dem	House	yes	NA
945	Morrison	Terrance	MI-14	https://ballotpedia.org/Terrance_Morrison	Dem	House	no	NA
946	Grossbard	Gavriel	MI-14	https://ballotpedia.org/Gavriel_Grossbard	Rep	House	no	NA
947	Houston	Daryle	MI-14	https://ballotpedia.org/Daryle_Houston	Rep	House	no	NA
948	Patrick	Robert Vance	MI-14	https://ballotpedia.org/Robert Vance_Patrick	Rep	House	no	NA
949	Hagedorn	Jim	MN-01	https://ballotpedia.org/Jim_Hagedorn	Rep	House	yes	Male
950	Akzam	Johnny	MN-01	https://ballotpedia.org/Johnny_Akzam	Dem	House	no	NA
951	Feehan	Dan	MN-01	https://ballotpedia.org/Dan_Feehan	Dem	House	no	NA
952	Kaehler	Ralph	MN-01	https://ballotpedia.org/Ralph_Kaehler	Dem	House	no	NA
953	Schroepfer	Mark	MN-01	https://ballotpedia.org/Mark_Schroepfer	Dem	House	no	NA
954	Wright	Rich	MN-01	https://ballotpedia.org/Rich_Wright	Dem	House	no	NA
955	Tinsley	Hans	MN-01	https://ballotpedia.org/Hans_Tinsley	Unaff	House	no	NA
956	Craig	Angie	MN-02	https://ballotpedia.org/Angie_Craig	Dem	House	yes	Female
957	Barr	Regina	MN-02	https://ballotpedia.org/Regina_Barr	Rep	House	no	NA
958	Cashin	Erika	MN-02	https://ballotpedia.org/Erika_Cashin	Rep	House	no	NA
959	Kistner	Tyler	MN-02	https://ballotpedia.org/Tyler_Kistner	Rep	House	no	NA
960	Moritz	Edward	MN-02	NA	Rep	House	no	NA
961	Olson	Rick	MN-02	https://ballotpedia.org/Rick_Olson_(Minnesota)	Rep	House	no	NA
962	Zeiler	Kerry	MN-02	https://ballotpedia.org/Kerry_Zeiler	Rep	House	no	NA
963	Phillips	Dean	MN-03	https://ballotpedia.org/Dean_Phillips	Dem	House	yes	Male
964	Davis	Leslie	MN-03	https://ballotpedia.org/Leslie_Davis	Rep	House	no	NA
965	Qualls	Kendall	MN-03	https://ballotpedia.org/Kendall_Qualls	Rep	House	no	NA
966	Heyer	Gary	MN-03	https://ballotpedia.org/Gary_Heyer	Ind	House	no	NA
967	Sandbeck	David	MN-04	https://ballotpedia.org/David_Sandbeck	Dem	House	no	NA
968	Ekbom	Travis	MN-04	https://ballotpedia.org/Travis_Ekbom	Rep	House	no	NA
969	Lo	Sia	MN-04	https://ballotpedia.org/Sia_Lo	Rep	House	no	NA
970	Omar	Ilhan	MN-05	https://ballotpedia.org/Ilhan_Omar	Dem	House	yes	NA
971	Mason	John	MN-05	https://ballotpedia.org/John_Mason_(Minnesota)	Dem	House	no	NA
972	Melton-Meaux	Antone	MN-05	https://ballotpedia.org/Antone_Melton-Meaux	Dem	House	no	NA
973	Shukri Adan	Leila	MN-05	https://ballotpedia.org/Leila_Shukri Adan	Dem	House	no	NA
974	Johnson	Lacy	MN-05	https://ballotpedia.org/Lacy_Johnson_(Minnesota)	Rep	House	no	NA
975	Stella	Danielle	MN-05	https://ballotpedia.org/Danielle_Stella	Rep	House	no	NA
976	Vogel	Lucy	MN-05	NA	Rep	House	no	NA
977	Waterbury	Alley	MN-05	https://ballotpedia.org/Alley_Waterbury	Rep	House	no	NA
978	al-Aqidi	Dalia	MN-05	https://ballotpedia.org/Dalia_al-Aqidi	Rep	House	no	NA
979	Emmer	Tom	MN-06	https://ballotpedia.org/Tom_Emmer	Rep	House	yes	NA
980	Todd	Ian	MN-06	https://ballotpedia.org/Ian_Todd	Dem	House	no	NA
981	Zahradka	Tawnja	MN-06	https://ballotpedia.org/Tawnja_Zahradka	Dem	House	no	NA
982	Peterson	Collin	MN-07	https://ballotpedia.org/Collin_Peterson	Dem	House	yes	Male
983	Laugisch	Thaddeus	MN-07	https://ballotpedia.org/Thaddeus_Laugisch	Dem	House	no	NA
984	Collis	Noel	MN-07	https://ballotpedia.org/Noel_Collis	Rep	House	no	NA
985	Fischbach	Michelle	MN-07	https://ballotpedia.org/Michelle_Fischbach	Rep	House	no	NA
986	Hughes	Dave	MN-07	https://ballotpedia.org/Dave_Hughes	Rep	House	no	NA
987	Novak	Joel	MN-07	https://ballotpedia.org/Joel_Novak_(Minnesota)	Rep	House	no	NA
988	Sherman	Jayesun	MN-07	https://ballotpedia.org/Jayesun_Sherman	Rep	House	no	NA
989	Emery	Stephen	MN-07	https://ballotpedia.org/Stephen_Emery	Dem-Farmer-Labor-Minnesota	House	no	NA
990	Nystrom	Quinn	MN-08	https://ballotpedia.org/Quinn_Nystrom	Dem	House	no	NA
991	Sorensen	Soren Christian	MN-08	https://ballotpedia.org/Soren Christian_Sorensen	Dem	House	no	NA
992	Spolarich	Gaylene	MN-08	https://ballotpedia.org/Gaylene_Spolarich	Dem	House	no	NA
993	Open	NA	MN-08	NA	Rep	House	no	Male
994	Clay	William Lacy	MO-01	https://ballotpedia.org/William Lacy_Clay	Dem	House	yes	NA
995	Bush	Cori	MO-01	https://ballotpedia.org/Cori_Bush	Dem	House	no	NA
996	Heartstrong	Winnie	MO-01	https://ballotpedia.org/Winnie_Heartstrong	Rep	House	no	NA
997	Wagner	Ann	MO-02	https://ballotpedia.org/Ann_Wagner	Rep	House	yes	Female
998	Schupp	Jill	MO-02	https://ballotpedia.org/Jill_Schupp	Dem	House	no	NA
999	Luetkemeyer	Blaine	MO-03	https://ballotpedia.org/Blaine_Luetkemeyer	Rep	House	yes	NA
1000	Wilkinson	Brandon	MO-03	https://ballotpedia.org/Brandon_Wilkinson	Rep	House	no	NA
1001	Wisdom	Adela	MO-03	https://ballotpedia.org/Adela_Wisdom	Rep	House	no	NA
1002	Geppert	Katy	MO-03	https://ballotpedia.org/Katy_Geppert	Dem	House	no	NA
1003	Oglesby	Dennis	MO-03	https://ballotpedia.org/Dennis_Oglesby	Dem	House	no	NA
1004	Arvidson	Erich	MO-04	https://ballotpedia.org/Erich_Arvidson	Dem	House	no	NA
1005	Simmons	Lindsey	MO-04	https://ballotpedia.org/Lindsey_Simmons	Dem	House	no	NA
1006	Gist	Neal	MO-04	https://ballotpedia.org/Neal_Gist	Rep	House	no	NA
1007	Smith	Robert E.	MO-04	https://ballotpedia.org/Robert_Smith_(Missouri_congressional_candidate)	Ind	House	no	NA
1008	Cleaver	Emanuel	MO-05	https://ballotpedia.org/Emanuel_Cleaver	Dem	House	yes	NA
1009	Salazar	Maite	MO-05	https://ballotpedia.org/Maite_Salazar	Dem	House	no	NA
1010	Derks	Ryan	MO-05	https://ballotpedia.org/Ryan_Derks	Rep	House	no	NA
1011	Winters	Antwain	MO-05	https://ballotpedia.org/Antwain_Winters	New Progressive	House	no	NA
1012	Farris	Ramona	MO-06	https://ballotpedia.org/Ramona_Farris	Dem	House	no	NA
1013	Ross	Gena	MO-06	https://ballotpedia.org/Gena_Ross	Dem	House	no	NA
1014	West	Charles	MO-06	https://ballotpedia.org/Charles_West_(Missouri)	Dem	House	no	NA
1015	Open	NA	MO-06	NA	Rep	House	no	NA
1016	Long	Billy	MO-07	https://ballotpedia.org/Billy_Long	Rep	House	yes	NA
1017	Chentnik	Steve	MO-07	https://ballotpedia.org/Steve_Chentnik	Rep	House	no	NA
1018	Harleman	Eric	MO-07	https://ballotpedia.org/Eric_Harleman	Rep	House	no	NA
1019	Holcomb	Benjamin	MO-07	https://ballotpedia.org/Benjamin_Holcomb	Rep	House	no	NA
1020	Hall	Sharon	MO-07	https://ballotpedia.org/Sharon_Hall_(Missouri)	Dem	House	no	NA
1021	Montseny	Teresa	MO-07	https://ballotpedia.org/Teresa_Montseny	Dem	House	no	NA
1022	Smith	Jason	MO-08	https://ballotpedia.org/Jason_Smith_(Missouri_representative)	Rep	House	yes	NA
1023	Ellis	Kathy	MO-08	https://ballotpedia.org/Kathy_Ellis	Dem	House	no	NA
1024	Kelly	Trent	MS-01	https://ballotpedia.org/Trent_Kelly	Rep	House	yes	NA
1025	Eliason	Antonia	MS-01	https://ballotpedia.org/Antonia_Eliason	Dem	House	no	NA
1026	Thompson	Bennie	MS-02	https://ballotpedia.org/Bennie_Thompson	Dem	House	yes	NA
1027	Carey	Thomas	MS-02	https://ballotpedia.org/Thomas_Carey	Rep	House	no	NA
1028	Flowers	Brian	MS-02	https://ballotpedia.org/Brian_Flowers	Rep	House	no	NA
1029	Guest	Michael	MS-03	https://ballotpedia.org/Michael_Guest	Rep	House	yes	NA
1030	Benford	Dorothy	MS-03	https://ballotpedia.org/Dorothy_Benford	Dem	House	no	NA
1031	Palazzo	Steven	MS-04	https://ballotpedia.org/Steven_Palazzo	Rep	House	yes	NA
1032	Williams	Kathleen	MT-AL	https://ballotpedia.org/Kathleen_Williams	Dem	House	no	NA
1033	Winter	Tom	MT-AL	https://ballotpedia.org/Tom_Winter	Dem	House	no	NA
1034	Dooling	Joe	MT-AL	https://ballotpedia.org/Joe_Dooling	Rep	House	no	NA
1035	Evankovich	John	MT-AL	https://ballotpedia.org/John_Evankovich	Rep	House	no	NA
1036	Lamm	Debra	MT-AL	https://ballotpedia.org/Debra_Lamm	Rep	House	no	NA
1037	McGinley	Mark	MT-AL	https://ballotpedia.org/Mark_McGinley	Rep	House	no	NA
1038	Rosendale	Matt	MT-AL	https://ballotpedia.org/Matt_Rosendale	Rep	House	no	NA
1039	Stapleton	Corey	MT-AL	https://ballotpedia.org/Corey_Stapleton	Rep	House	no	NA
1040	Gibney	John	MT-AL	https://ballotpedia.org/John_Gibney	Green	House	no	NA
1041	Butterfield	G.K.	NC-01	https://ballotpedia.org/G.K._Butterfield	Dem	House	yes	NA
1042	Smith	Sandy	NC-01	https://ballotpedia.org/Sandy_Smith_(North_Carolina)	Rep	House	no	NA
1043	Ross	Deborah	NC-02	https://ballotpedia.org/Deborah_Ross	Dem	House	no	NA
1044	Swain	Alan	NC-02	https://ballotpedia.org/Alan_Swain	Rep	House	no	NA
1045	Matemu	Jeff	NC-02	https://ballotpedia.org/Jeff_Matemu	Lib	House	no	NA
1046	Murphy	Gregory	NC-03	https://ballotpedia.org/Gregory_Murphy	Rep	House	yes	NA
1047	Farrow	Daryl	NC-03	https://ballotpedia.org/Daryl_Farrow	Dem	House	no	NA
1048	Price	David	NC-04	https://ballotpedia.org/David_Price	Dem	House	yes	NA
1049	Thomas	Robert	NC-04	https://ballotpedia.org/Robert_Thomas_(North_Carolina)	Rep	House	no	NA
1050	Foxx	Virginia	NC-05	https://ballotpedia.org/Virginia_Foxx	Rep	House	yes	NA
1051	Wilson Brown	David	NC-05	https://ballotpedia.org/David_Wilson Brown	Dem	House	no	NA
1052	Gregory	Jeff	NC-05	https://ballotpedia.org/Jeff_Gregory	Const. Party	House	no	NA
1053	Manning	Kathy	NC-06	https://ballotpedia.org/Kathy_Manning	Dem	House	no	NA
1054	Haywood	Joseph Lee	NC-06	NA	Rep	House	no	NA
1055	Bucardo	Jennyfer	NC-06	https://ballotpedia.org/Jennyfer_Bucardo	Ind	House	no	NA
1056	Gray	Bryson	NC-06	https://ballotpedia.org/Bryson_Gray	Ind	House	no	NA
1057	Rouzer	David	NC-07	https://ballotpedia.org/David_Rouzer	Rep	House	yes	NA
1058	Ward	Christopher	NC-07	https://ballotpedia.org/Christopher_Ward_(North_Carolina)	Dem	House	no	NA
1059	Hudson	Richard	NC-08	https://ballotpedia.org/Richard_Hudson	Rep	House	yes	NA
1060	Timmons-Goodson	Patricia	NC-08	https://ballotpedia.org/Patricia_Timmons-Goodson	Dem	House	no	NA
1061	Bishop	Dan	NC-09	https://ballotpedia.org/Dan_Bishop	Rep	House	yes	Male
1062	Wallace	Cynthia	NC-09	https://ballotpedia.org/Cynthia_Wallace	Dem	House	no	NA
1063	McHenry	Patrick T.	NC-10	https://ballotpedia.org/Patrick T._McHenry	Rep	House	yes	NA
1064	Parker	David	NC-10	https://ballotpedia.org/David_Parker_(North_Carolina)	Dem	House	no	NA
1065	Davis	Morris	NC-11	https://ballotpedia.org/Morris_Davis	Dem	House	no	NA
1066	Bennett	Lynda	NC-11	https://ballotpedia.org/Lynda_Bennett	Rep	House	no	NA
1067	Cawthorn	Madison	NC-11	https://ballotpedia.org/Madison_Cawthorn	Rep	House	no	NA
1068	Zwinak	Tamara	NC-11	https://ballotpedia.org/Tamara_Zwinak	Green	House	no	NA
1069	DeBruhl	Tracey	NC-11	https://ballotpedia.org/Tracey_DeBruhl	Lib	House	no	NA
1070	Adams	Alma	NC-12	https://ballotpedia.org/Alma_Adams	Dem	House	yes	NA
1071	Smith	Richard	NC-12	https://ballotpedia.org/Richard_Smith_(North_Carolina_congressional_candidate)	Unaff	House	no	NA
1072	Open	Primary cancelled	NC-12	NA	Rep	House	no	NA
1073	Budd	Ted	NC-13	https://ballotpedia.org/Ted_Budd	Rep	House	yes	NA
1074	Huffman	Scott	NC-13	https://ballotpedia.org/Scott_Huffman	Dem	House	no	NA
1075	Armstrong	Kelly	ND-AL	https://ballotpedia.org/Kelly_Armstrong	Rep	House	yes	NA
1076	Raknerud	Zachary	ND-AL	https://ballotpedia.org/Zachary_Raknerud	Dem	House	no	NA
1077	Riemers	Roland	ND-AL	https://ballotpedia.org/Roland_Riemers	Dem	House	no	NA
1078	Gullo	Matthew Austin	ND-AL	https://ballotpedia.org/Matthew Austin_Gullo	None	House	no	NA
1079	Fortenberry	Jeffrey	NE-01	https://ballotpedia.org/Jeffrey_Fortenberry	Rep	House	yes	NA
1080	Bolz	Kate	NE-01	https://ballotpedia.org/Kate_Bolz	Dem	House	no	NA
1081	Ramsey	Barbara	NE-01	https://ballotpedia.org/Barbara_Ramsey	Dem	House	no	NA
1082	Grace	Dennis	NE-01	https://ballotpedia.org/Dennis_Grace	Lib	House	no	NA
1083	Bacon	Don	NE-02	https://ballotpedia.org/Don_Bacon	Rep	House	yes	Male
1084	Anderson	Paul	NE-02	https://ballotpedia.org/Paul_Anderson_(Nebraska)	Rep	House	no	NA
1085	Ashford	Ann	NE-02	https://ballotpedia.org/Ann_Ashford	Dem	House	no	NA
1086	Eastman	Kara	NE-02	https://ballotpedia.org/Kara_Eastman	Dem	House	no	NA
1087	Harrison	Gladys	NE-02	https://ballotpedia.org/Gladys_Harrison	Dem	House	no	NA
1088	Schaeffer	Tyler	NE-02	https://ballotpedia.org/Tyler_Schaeffer	Lib	House	no	NA
1089	Smith	Adrian	NE-03	https://ballotpedia.org/Adrian_Smith	Rep	House	yes	NA
1090	Bolinger	Larry	NE-03	https://ballotpedia.org/Larry_Bolinger	Rep	House	no	NA
1091	Elfgren	William	NE-03	https://ballotpedia.org/William_Elfgren	Rep	House	no	NA
1092	Kowalski	Arron	NE-03	https://ballotpedia.org/Arron_Kowalski	Rep	House	no	NA
1093	Moran	Justin	NE-03	https://ballotpedia.org/Justin_Moran	Rep	House	no	NA
1094	Elworth	Mark Jr.	NE-03	https://ballotpedia.org/Mark_Elworth_Jr.	Dem	House	no	NA
1095	Hobbs	Dustin	NE-03	https://ballotpedia.org/Dustin_Hobbs	Lib	House	no	NA
1096	Pappas	Chris	NH-01	https://ballotpedia.org/Chris_Pappas	Dem	House	yes	Male
1097	Freeman	Kevin	NH-01	https://ballotpedia.org/Kevin_Freeman	Dem	House	no	NA
1098	Fowler	William	NH-01	https://ballotpedia.org/William_Fowler_(New_Hampshire)	Rep	House	no	NA
1099	Mayberry	Matt	NH-01	https://ballotpedia.org/Matt_Mayberry	Rep	House	no	NA
1100	Mowers	Matt	NH-01	https://ballotpedia.org/Matt_Mowers	Rep	House	no	NA
1101	Dumont	Zachary	NH-01	https://ballotpedia.org/Zachary_Dumont	Lib	House	no	NA
1102	Kuster	Annie	NH-02	https://ballotpedia.org/Annie_Kuster	Dem	House	yes	NA
1103	Blankenbeker	Lynne	NH-02	https://ballotpedia.org/Lynne_Blankenbeker	Rep	House	no	NA
1104	Clemmer	Eli	NH-02	https://ballotpedia.org/Eli_Clemmer	Rep	House	no	NA
1105	Negron	Steve	NH-02	https://ballotpedia.org/Steve_Negron	Rep	House	no	NA
1106	Towne	Gilead	NH-02	https://ballotpedia.org/Gilead_Towne	Rep	House	no	NA
1107	Open	NA	NJ-01	NA	Dem	House	no	NA
1108	Duvall	Joshua	NJ-01	https://ballotpedia.org/Joshua_Duvall	Rep	House	no	NA
1109	Van Drew	Jeff	NJ-02	https://ballotpedia.org/Jeff_Van Drew	Rep	House	yes	Male
1110	Patterson	Bob	NJ-02	NA	Rep	House	no	NA
1111	Bennett	Ashley	NJ-02	https://ballotpedia.org/Ashley_Bennett	Dem	House	no	NA
1112	Cunningham	Will	NJ-02	https://ballotpedia.org/Will_Cunningham	Dem	House	no	NA
1113	Francis	John III	NJ-02	https://ballotpedia.org/John_Francis_III	Dem	House	no	NA
1114	Callahan Harrison	Brigid	NJ-02	https://ballotpedia.org/Brigid_Callahan Harrison	Dem	House	no	NA
1115	Kennedy	Amy	NJ-02	https://ballotpedia.org/Amy_Kennedy	Dem	House	no	NA
1116	LaVergne	Frederick John	NJ-02	https://ballotpedia.org/Frederick John_LaVergne	Dem	House	no	NA
1117	Surrency	Jack	NJ-02	https://ballotpedia.org/Jack_Surrency	Dem	House	no	NA
1118	Turkavage	Robert	NJ-02	https://ballotpedia.org/Robert_Turkavage	Dem	House	no	NA
1119	Open	NA	NJ-03	NA	Dem	House	no	Male
1120	Gibbs	Kate	NJ-03	https://ballotpedia.org/Kate_Gibbs	Rep	House	no	NA
1121	Novak	John	NJ-03	https://ballotpedia.org/John_Novak_(New_Jersey)	Rep	House	no	NA
1122	Porto	Anthony	NJ-03	https://ballotpedia.org/Anthony_Porto	Rep	House	no	NA
1123	Richter	David	NJ-03	https://ballotpedia.org/David_Richter	Rep	House	no	NA
1124	Smith	Chris	NJ-04	https://ballotpedia.org/Chris_Smith_(New_Jersey)	Rep	House	yes	NA
1125	Applefield	David	NJ-04	https://ballotpedia.org/David_Applefield	Dem	House	no	NA
1126	Conforti	Christine	NJ-04	https://ballotpedia.org/Christine_Conforti	Dem	House	no	NA
1127	Schmid	Stephanie	NJ-04	https://ballotpedia.org/Stephanie_Schmid	Dem	House	no	NA
1128	Gottheimer	Josh	NJ-05	https://ballotpedia.org/Josh_Gottheimer	Dem	House	yes	Male
1129	Kreibich	Arati	NJ-05	https://ballotpedia.org/Arati_Kreibich	Dem	House	no	NA
1130	Baldini	James	NJ-05	https://ballotpedia.org/James_Baldini	Rep	House	no	NA
1131	Castillo	Hector	NJ-05	https://ballotpedia.org/Hector_Castillo	Rep	House	no	NA
1132	Dalrymple	Jon Jr.	NJ-05	https://ballotpedia.org/Jon_Dalrymple_Jr.	Rep	House	no	NA
1133	DiRisio	Dana	NJ-05	https://ballotpedia.org/Dana_DiRisio	Rep	House	no	NA
1134	Duggan	Paul	NJ-05	https://ballotpedia.org/Paul_Duggan	Rep	House	no	NA
1135	Ghassali	Mike	NJ-05	https://ballotpedia.org/Mike_Ghassali	Rep	House	no	NA
1136	McCann	John	NJ-05	https://ballotpedia.org/John_McCann_(New_Jersey)	Rep	House	no	NA
1137	Pallotta	Frank	NJ-05	https://ballotpedia.org/Frank_Pallotta	Rep	House	no	NA
1138	Cirincione	Russell	NJ-06	https://ballotpedia.org/Russell_Cirincione	Dem	House	no	NA
1139	Hsu	John	NJ-06	https://ballotpedia.org/John_Hsu	Dem	House	no	NA
1140	Roeill	Zac	NJ-06	https://ballotpedia.org/Zac_Roeill	Dem	House	no	NA
1141	Gindi	Sammy	NJ-06	https://ballotpedia.org/Sammy_Gindi	Rep	House	no	NA
1142	Malinowski	Tom	NJ-07	https://ballotpedia.org/Tom_Malinowski	Dem	House	yes	Male
1143	Barrett	James	NJ-07	https://ballotpedia.org/James_Barrett_(New_Jersey)	Rep	House	no	NA
1144	Kean	Thomas Jr.	NJ-07	https://ballotpedia.org/Thomas_Kean_Jr.	Rep	House	no	NA
1145	Phillips	Tom	NJ-07	https://ballotpedia.org/Tom_Phillips_(New_Jersey)	Rep	House	no	NA
1146	Trugman	Robert	NJ-07	https://ballotpedia.org/Robert_Trugman	Rep	House	no	NA
1147	Oseguera	Hector	NJ-08	https://ballotpedia.org/Hector_Oseguera	Dem	House	no	NA
1148	Winkler	David	NJ-08	https://ballotpedia.org/David_Winkler	Rep	House	no	NA
1149	Basaran	Alp	NJ-09	https://ballotpedia.org/Alp_Basaran	Dem	House	no	NA
1150	Michael	Blake	NJ-09	https://ballotpedia.org/Blake_Michael	Dem	House	no	NA
1151	Spezakis	Zinovia	NJ-09	https://ballotpedia.org/Zinovia_Spezakis	Dem	House	no	NA
1152	Prempeh	Billy	NJ-09	https://ballotpedia.org/Billy_Prempeh	Rep	House	no	NA
1153	Walsh	Timothy	NJ-09	https://ballotpedia.org/Timothy_Walsh	Rep	House	no	NA
1154	Auriemma	Chris	NJ-09	https://ballotpedia.org/Chris_Auriemma	Ind	House	no	NA
1155	Payne	Donald Jr.	NJ-10	https://ballotpedia.org/Donald_Payne_Jr.	Dem	House	yes	NA
1156	Flora	John	NJ-10	https://ballotpedia.org/John_Flora	Dem	House	no	NA
1157	Mazo	Eugene	NJ-10	https://ballotpedia.org/Eugene_Mazo	Dem	House	no	NA
1158	Rivera	Ana	NJ-10	https://ballotpedia.org/Ana_Rivera	Rep	House	no	NA
1159	Washburne	Mark	NJ-11	https://ballotpedia.org/Mark_Washburne	Dem	House	no	NA
1160	Becchi	Rosemary	NJ-11	https://ballotpedia.org/Rosemary_Becchi	Rep	House	no	NA
1161	Crook	Robert	NJ-11	https://ballotpedia.org/Robert_Crook	Rep	House	no	NA
1162	Watson Coleman	Bonnie	NJ-12	https://ballotpedia.org/Bonnie_Watson_Coleman	Dem	House	yes	NA
1163	McCormick	Lisa	NJ-12	https://ballotpedia.org/Lisa_McCormick	Dem	House	no	NA
1164	Razzoli	Mark	NJ-12	https://ballotpedia.org/Mark_Razzoli	Rep	House	no	NA
1165	Rubin	Zadok	NJ-12	https://ballotpedia.org/Zadok_Rubin	People's Party	House	no	NA
1166	Koshy	Stan	NJ-12	https://ballotpedia.org/Stan_Koshy	Ind	House	no	NA
1167	Haaland	Debra	NM-01	https://ballotpedia.org/Debra_Haaland	Dem	House	yes	NA
1168	Garcia Holmes	Michelle	NM-01	https://ballotpedia.org/Michelle_Garcia_Holmes	Rep	House	no	NA
1169	Kokinadis	Brett	NM-01	https://ballotpedia.org/Brett_Kokinadis	Rep	House	no	NA
1170	Vander Dussen	Jared	NM-01	https://ballotpedia.org/Jared_Vander_Dussen	Rep	House	no	NA
1171	Torres Small	Xochitl	NM-02	https://ballotpedia.org/Xochitl_Torres_Small	Dem	House	yes	Female
1172	Chase	Claire	NM-02	https://ballotpedia.org/Claire_Chase	Rep	House	no	NA
1173	Herrell	Yvette	NM-02	https://ballotpedia.org/Yvette_Herrell	Rep	House	no	NA
1174	Mathys	Chris	NM-02	https://ballotpedia.org/Chris_Mathys	Rep	House	no	NA
1175	Jones	Steve	NM-02	https://ballotpedia.org/Steve_Jones_(New_Mexico_congressional_candidate)	Ind	House	no	NA
1176	Blair	John	NM-03	https://ballotpedia.org/John_Blair_(New_Mexico)	Dem	House	no	NA
1177	Leger Fernandez	Teresa	NM-03	https://ballotpedia.org/Teresa_Leger_Fernandez	Dem	House	no	NA
1178	Montoya	Laura	NM-03	https://ballotpedia.org/Laura_Montoya	Dem	House	no	NA
1179	Plame	Valerie	NM-03	https://ballotpedia.org/Valerie_Plame	Dem	House	no	NA
1180	Sanchez	Joseph	NM-03	https://ballotpedia.org/Joseph_Sanchez	Dem	House	no	NA
1181	Serna	Marco	NM-03	https://ballotpedia.org/Marco_Serna	Dem	House	no	NA
1182	Tisdel	Kyle	NM-03	https://ballotpedia.org/Kyle_Tisdel	Dem	House	no	NA
1183	Bedonie	Karen	NM-03	https://ballotpedia.org/Karen_Bedonie	Rep	House	no	NA
1184	Brown	Audra	NM-03	https://ballotpedia.org/Audra_Brown	Rep	House	no	NA
1185	Johnson	Alexis	NM-03	https://ballotpedia.org/Alexis_Johnson	Rep	House	no	NA
1186	Montoya	Harry	NM-03	https://ballotpedia.org/Harry_Montoya	Rep	House	no	NA
1187	Morales	Angela Gale	NM-03	https://ballotpedia.org/Angela_Gale_Morales	Rep	House	no	NA
1188	Titus	Dina	NV-01	https://ballotpedia.org/Dina_Titus	Dem	House	yes	NA
1189	Rheinhart	Allen	NV-01	https://ballotpedia.org/Allen_Rheinhart	Dem	House	no	NA
1190	Thomas	Anthony Jr.	NV-01	https://ballotpedia.org/Anthony_Thomas_Jr.	Dem	House	no	NA
1191	Bentley	Joyce	NV-01	https://ballotpedia.org/Joyce_Bentley	Rep	House	no	NA
1192	Elliott	Josh	NV-01	https://ballotpedia.org/Josh_Elliott_(Nevada)	Rep	House	no	NA
1193	Hamilton	Eddie	NV-01	https://ballotpedia.org/Eddie_Hamilton	Rep	House	no	NA
